X,Y
36.17742904879204,-3.393901932667621
36.165990097756776,-3.3825286382563498
36.16270707392255,-3.3802366645197885
36.2611885817428,-3.407382455622634
36.26191814259485,-3.408946095282774
36.26837690190271,-3.408260664511706
36.26211126164392,-3.412887312734497
36.25565250233606,-3.4175996167248197
36.25091035679773,-3.416400123358277
36.25043828801111,-3.418135104350725
36.24644716099695,-3.4199557600426145
36.277045801438845,-3.4161430888703914
36.27768953160242,-3.4144937826021673
36.278783872880496,-3.4102955356857874
36.28893958565208,-3.391161825543199
36.288338770832745,-3.3890412334202002
36.286085715260235,-3.388762771482998
36.28696547981712,-3.3894053758325535
36.283854117359844,-3.3876489229328794
36.28248082634422,-3.38704915779802
36.28542052742454,-3.389512476515966
36.301556696858135,-3.397073754775163
36.30217896934959,-3.395745715852505
36.30411015984031,-3.396966654929762
36.305075755085674,-3.3971594346429166
36.306041350331036,-3.3972236945387344
36.304818263020245,-3.398594571297051
36.31388028607943,-3.4004641962696955
36.31471713529208,-3.4010425331968026
36.31510337339022,-3.4020278471624485
36.31594022260287,-3.4028632212573493
36.320060095649744,-3.4066759451073443
36.32368644223788,-3.4098889029182224
36.32643826863072,-3.4110722198300225
36.33081563374302,-3.4126572731115985
36.32108295595608,-3.414922951929127
36.338515689066654,-3.414388803819385
36.33343022077442,-3.4150742302199895
36.341712882212406,-3.4142388667290313
36.34527485578418,-3.4159738516282054
36.346712519816165,-3.415888173435167
36.34729187696338,-3.4155240410294754
36.3478712341106,-3.4157382365789655
36.35716082956104,-3.419297009248427
36.35540130044727,-3.4192113313521597
36.360014699952885,-3.4186758443270615
36.36516454126148,-3.4192113313521597
36.367996953981205,-3.4194255260784714
36.37087228204517,-3.4200252710575954
36.36842610742359,-3.4204750795457475
36.363726877229496,-3.4212033404599973
36.376236700074955,-3.4218245037436823
36.377245210664555,-3.421481793016268
36.37829663659839,-3.421546051287001
36.379734300630375,-3.4219316008208684
36.379913528698246,-3.4269223113354728
36.27189008211938,-3.3714080969933704
36.27030221438256,-3.3699729200694306
36.263972201107414,-3.3677451785617936
36.265924849270256,-3.363610990913879
36.26399365877953,-3.3632896802585206
36.25939998009489,-3.3602504567296148
36.26188907006071,-3.3614500197076356
36.26212510445402,-3.3623068495031316
36.25278213372723,-3.3362791050545253
36.2424089893777,-3.331139615774008
36.24449038357326,-3.3335602329054437
36.240059374280655,-3.3323820571693257
36.24762657484146,-3.3358683730273926
36.24895695051285,-3.3366823826189402
36.250555547085725,-3.3382354253639113
36.256108755049155,-3.3471347099675617
36.259617084440634,-3.347884447059911
36.26016425507967,-3.349598129687151
36.25746058839266,-3.3486127625429365
36.2590800138151,-3.3532722735178755
36.25941260773295,-3.3549109735690807
36.26031382996195,-3.356453276989891
36.26102193314188,-3.3586489130757164
36.24248506225846,-3.344175756666086
36.243332640307166,-3.3425049068960706
36.24250651993058,-3.3420550622409406
36.24057532943986,-3.3430832782924136
36.237871662752845,-3.3410589769135086
36.232213941951784,-3.322185701720981
36.23304006232837,-3.3205148146118773
36.21010002372607,-3.330593331186274
36.20863017318591,-3.331225263132307
36.21513184783801,-3.336141465597689
36.207482187727535,-3.3309146525654567
36.20653805015429,-3.3324998365009626
36.20664099484834,-3.3371763224023447
36.20426992207918,-3.3359660190318148
36.202585494817825,-3.335430486091364
36.203325784505935,-3.336115968202857
36.20023587972078,-3.3373905352330224
36.19827250272188,-3.339425554794674
36.197070873083206,-3.3378725139312677
36.19268930570964,-3.342586080492898
36.193118459152025,-3.343860639123333
36.193890935348314,-3.3441391138977377
36.19993550398286,-3.346371719872749
36.196212597870186,-3.3527054915723125
36.19677227873588,-3.359727573268337
36.202023049713134,-3.3634297912080044
36.19695903909302,-3.3650684742074675
36.19730236184692,-3.366749995727783
36.20361091744995,-3.363461922273688
36.19278567721366,-3.3656151152171287
36.19550838306687,-3.3734615833474066
36.196420334131936,-3.3717907836868397
36.1983407957866,-3.3715230270640633
36.18233747035372,-3.3784052011292545
36.18249484774289,-3.378424108100561
36.18244120356259,-3.3787989646890266
36.183031289545866,-3.3784776590506373
36.17896302034747,-3.392870608422648
36.1787162571181,-3.3946270518369666
36.17446752837347,-3.394743798975571
36.157773468812415,-3.4083630426643623
36.161550019105384,-3.406777982304691
36.15590665133805,-3.403907731227226
36.15291330607743,-3.405524925983614
36.15320298465104,-3.406874371184901
36.151303980668494,-3.406478105726748
36.14989850314469,-3.4064459760878494
36.149041202724,-3.4028124198074217
36.149191406428834,-3.40055262399259
36.14854767626526,-3.399535178650037
36.1504466802478,-3.401098831049431
36.14600494211914,-3.4024482824512607
36.145425584971925,-3.404654524323508
36.14671304529907,-3.4046866540221887
36.14346220797302,-3.4040868994702054
36.14257171458008,-3.403401465239254
36.1560926292568,-3.414906262070379
36.15632866365011,-3.4137924437261282
36.15745519143636,-3.4120467450689183
36.15945075494344,-3.411393445982902
36.16000865441854,-3.4164698894888565
36.147443024818024,-3.4156860012534125
36.15194366164169,-3.4254185048760366
36.149776436757655,-3.4263395358918287
36.16300508695052,-3.4240888446155293
36.1624793739836,-3.424710006028107
36.16902031654694,-3.4353566661847963
36.169664046710515,-3.4358278865665803
36.17265347298033,-3.4298772641225352
36.17645148094542,-3.4294274600519445
36.17857640729186,-3.4178933293831335
36.185099539616076,-3.4186323020022558
36.176923492075474,-3.4136639523296948
36.19610450009353,-3.434513269101132
36.20395017383234,-3.4397639441265446
36.202206959876115,-3.451247107278261
36.201230635794694,-3.450401066034673
36.202957978400285,-3.448998135223874
36.20355879321962,-3.4520610196623123
36.20209967151552,-3.4524144287697927
36.20054399028688,-3.44979063074553
36.198205104025895,-3.4526714534926497
36.19377654123157,-3.454951561739834
36.19274657296985,-3.4554977377329985
36.32642149820451,-3.3776584829761287
36.32367491617326,-3.376608882930557
36.32899641885881,-3.377187234116435
36.32317066087846,-3.380764435645701
36.32599234476213,-3.3807108848218412
36.332447872149615,-3.373340750907569
36.336664304721026,-3.3743046726021806
36.33632098196712,-3.372494641076732
36.335409030902056,-3.372408959027474
36.337541787945746,-3.3705479753153567
36.34011670860004,-3.3706336575285656
36.341068611030124,-3.3663632240520776
36.3426135634227,-3.368569548124476
36.34442673671677,-3.3705723719571847
36.347259149436496,-3.371536296396335
36.34635792720749,-3.3719539966899563
36.34500609386399,-3.371879024855596
36.33378176972329,-3.3628527426533346
36.339371493310324,-3.362563562843388
36.31916876443519,-3.3583999078657847
36.31793494828834,-3.358699799317133
36.31765599855079,-3.3597172874833863
36.321775871597666,-3.359749418671356
36.32186170228614,-3.3615916050126184
36.31067557344221,-3.3598812785050747
36.31067557344221,-3.362965867206911
36.31242437371992,-3.3635442265024134
36.30874438295149,-3.3569680468901955
36.310546827409496,-3.3553829025080684
36.31347579965376,-3.3554471651681705
36.316558641801,-3.3526000535811216
36.314981502900245,-3.3514968741175886
36.31343655050767,-3.350318719918914
36.3106685108043,-3.3508756657168948
36.310260815034034,-3.3534997329991567
36.31264261663926,-3.3536175480997565
36.3075893348552,-3.3524072650267254
36.30791119993699,-3.350329430418013
36.30082926915894,-3.3601943644338315
36.304155208337406,-3.363996545804639
36.26788309372181,-3.3768070749623167
36.26803329742664,-3.3784564456163415
36.26771143234485,-3.3837686852874715
36.26206806457752,-3.3755218491339605
36.2550943211388,-3.376014519235852
36.24827078140491,-3.377385426030157
36.245695860750615,-3.3774711076405364
36.24453714645618,-3.378070878701443
36.273325295813024,-3.3866972323845417
36.265018469817,-3.3668347189630445
36.266155726439315,-3.366106417068175
36.24853437139579,-3.313656539802838
36.25186031057426,-3.3096720776642585
36.25664537145683,-3.305559067681727
36.25866835811945,-3.304439168977622
36.260814125331365,-3.301632883587277
36.265770847590886,-3.300561780202127
36.26547597213951,-3.311276213730099
36.259682400667344,-3.3089626514599138
36.2732007341024,-3.306563395993289
36.29789328398784,-3.302236990992149
36.29860138716777,-3.303436624682284
36.29819369139751,-3.2977597738909927
36.30182003798564,-3.2949106252379163
36.21320288703916,-3.3449071698080806
36.20194441649248,-3.34243958446235
36.20518599434582,-3.3395418172333096
36.204798202949945,-3.3381471820566135
36.151317880770286,-3.3711510127888227
36.15277700247439,-3.3705298169025313
36.154085920473655,-3.3652175048547495
36.15475110830935,-3.3637608981028966
36.15453653158816,-3.3608476780705288
36.15322761358889,-3.3617259291435904
36.15927867712649,-3.3665884268674104
36.15848474325808,-3.3633539046508
36.14827089132937,-3.3611904102906816
36.1459534627405,-3.3713223771014404
36.159343050142844,-3.3680664500006574
36.165823267122825,-3.3735715309052146
36.16640262427004,-3.369672994339553
36.167840288302024,-3.3686876474594536
36.17037229361208,-3.368237814856463
36.17249660315188,-3.3695873120417663
36.17314033331545,-3.37325022353752
36.16466455282839,-3.372778972539475
36.153831220479724,-3.3855637955340954
36.15284416756224,-3.3913258183393946
36.16457924855331,-3.4516890345844873
36.1607597829161,-3.450639515442902
36.148228502398524,-3.451881803280365
36.17103669853108,-3.442020548960697
36.2115774921177,-3.456454133105298
36.22052534139138,-3.455811573728391
36.22891736925373,-3.449636880102456
36.22790885866413,-3.449743974058513
36.227286586172674,-3.4500652558542932
36.23342348039875,-3.4438752074886305
36.232994326956366,-3.4416690559520497
36.23593402803669,-3.4377493760592133
36.236234435446356,-3.4391201949035217
36.243487128622625,-3.4423116248882017
36.24033285082111,-3.4481804011022508
36.24089075029621,-3.448844384452624
36.24093366564045,-3.449872486789852
36.24005390108356,-3.4475592549676457
36.232279237371735,-3.4616544506311673
36.24539697857097,-3.4156532088497014
36.24415243358806,-3.4178165814116106
36.24917661394381,-3.4059916715065324
36.24589359010958,-3.4075124739557894
36.244069687979454,-3.4078980291244414
36.25153675561327,-3.410696903070611
36.25174804685713,-3.3977836613457923
36.2500850772679,-3.3971410625678438
36.248368463498366,-3.3999577840378348
36.25022455213667,-3.398158510435337
36.273741014568564,-3.3960586918027316
36.27403069314217,-3.3940666306397858
36.27427773333847,-3.3911924709946013
36.2740846142894,-3.3910104001419756
36.28436732050035,-3.386328204879147
36.29209324012101,-3.390334077532855
36.293541632989054,-3.391158751697501
36.295258246758586,-3.391758514284558
36.29571958670915,-3.3926688675003174
